Date,Open,High,Low,Close,Adj Close,Volume
2021-05-21,99.84397491876405,101.96642833104795,99.84397491876405,96.53637912497993,96.53637912497993,3991
2021-05-22,97.37510295356657,97.37510295356657,93.38321951160974,94.753603305963,94.753603305963,3995
2021-05-23,91.8653549349743,91.8653549349743,87.98618657800156,88.01334691395748,88.01334691395748,2599
2021-05-24,84.93085100332657,84.93085100332657,84.93085100332657,80.8525204520315,80.8525204520315,2483
2021-05-25,81.88521766444735,86.58930807906528,81.88521766444735,83.70281964918664,83.70281964918664,1730
2021-05-26,78.38541958195547,78.38541958195547,77.17835678472326,82.54834389195638,82.54834389195638,8649
2021-05-27,77.4655871817995,83.61593781588323,77.4655871817995,83.48186898701739,83.48186898701739,5421
2021-05-28,88.12829039977179,89.0975115678799,81.62319423199446,95.58493720288666,95.58493720288666,3232
2021-05-29,97.54721703158702,97.54721703158702,97.54721703158702,99.38651247759911,99.38651247759911,3646
2021-05-30,105.72995133238028,110.28337691085706,105.72995133238028,113.65293690998436,113.65293690998436,4395
2021-05-31,113.9619350165669,114.8316246160267,113.9619350165669,124.16759378097397,124.16759378097397,6829
2021-06-01,113.8716527410554,113.8716527410554,113.8716527410554,123.5490789087199,123.5490789087199,8154
2021-06-02,135.08409265644158,143.9046531694439,135.08409265644158,145.38191559346197,71.82544936714812,6618
2021-06-03,149.24668736315888,157.05593304620368,149.24668736315888,153.89196577682281,153.89196577682281,5636
2021-06-04,148.1325678123801,155.48275416855518,148.1325678123801,138.2157118088766,138.2157118088766,5409
2021-06-05,134.0133895778691,139.5271343532987,134.0133895778691,122.14089580880871,122.14089580880871,4588
2021-06-06,115.04153616641871,115.04153616641871,106.3992254548504,125.01953936104397,62.509769680521984,3404
2021-06-07,126.82394121380173,132.13996883027346,117.237482030861,129.41134779325807,129.41134779325807,7601
2021-06-08,140.58735201915215,143.6674952934291,140.58735201915215,141.60251316403102,141.60251316403102,9649
2021-06-09,134.6383813629208,141.34201666922866,128.96208003108384,146.98015185647486,142.10073734917933,5930
2021-06-10,141.42832896060776,141.42832896060776,141.42832896060776,132.86786895079055,132.86786895079055,3251
2021-06-11,128.25910027092618,128.25910027092618,128.25910027092618,130.58768355186083,130.58768355186083,1835
2021-06-12,140.6819063092143,140.6819063092143,133.8428480815775,149.23269991118582,149.23269991118582,8930
2021-06-13,140.2029722287641,150.91922242283522,129.69099728262654,153.8764486454046,153.8764486454046,4484
2021-06-14,149.65239434524062,149.65239434524062,147.95604766694464,138.54056602454924,134.24545807996168,8283
2021-06-15,128.852012234864,128.852012234864,128.852012234864,126.13363062775005,126.13363062775005,4983
2021-06-16,117.65158916277197,122.16995821449896,108.51301790778216,112.6565499721933,112.6565499721933,1157
2021-06-17,122.80824863653741,122.80824863653741,120.138969768459,119.8638025209621,119.8638025209621,2795
2021-06-18,129.26773625544567,129.26773625544567,117.8402296358747,136.94286199034747,136.94286199034747,2189
2021-06-19,135.33569528280773,135.33569528280773,130.5677032920218,122.15805191567335,122.15805191567335,6484
2021-06-20,114.74395738912355,114.74395738912355,103.41837318410919,114.65044947319304,114.65044947319304,8729
2021-06-21,120.6115330817495,126.00472765221141,120.6115330817495,128.46370168408868,64.23185084204434,9136
2021-06-22,137.28959774520948,137.28959774520948,131.85378788229426,146.33781771108283,73.16890885554142,2606
2021-06-23,158.3877355814076,158.3877355814076,156.11866686168813,170.25885668824145,170.25885668824145,7312
2021-06-24,176.64931472457926,176.64931472457926,176.64931472457926,180.84353023097268,180.84353023097268,2495
2021-06-25,185.28457706362246,185.28457706362246,185.28457706362246,180.00268767656715,180.00268767656715,3793
2021-06-26,193.16154989353242,201.70038660333424,193.16154989353242,185.8063650934885,185.8063650934885,9025
2021-06-27,169.78327880545484,178.31852189361115,158.64233405671501,170.16476192949523,170.16476192949523,8103
2021-06-28,160.23567706853316,160.23567706853316,160.23567706853316,159.53932920826793,159.53932920826793,5103
2021-06-29,152.6616780239019,158.3499516636445,152.3406729992054,152.82685813299537,152.82685813299537,7912
2021-06-30,149.36769400868948,149.36769400868948,149.36769400868948,139.79897050524727,137.9088063120427,8901
2021-07-01,151.33731282682075,153.59761437535587,151.33731282682075,159.44125069322288,159.44125069322288,9622
2021-07-02,171.45923495912234,181.98916134822755,171.45923495912234,179.03813548239754,179.03813548239754,4638
2021-07-03,187.4751583726484,191.79611492750382,175.800386379814,194.34506083861,97.172530419305,6262
2021-07-04,177.78447787640636,191.0387274643363,175.76511618677637,181.80987920100227,181.80987920100227,3247
2021-07-05,183.0426651101673,187.6742374561917,172.92285059084452,195.65298370010422,195.65298370010422,8437
2021-07-06,194.50228725894277,194.50228725894277,194.50228725894277,203.01874493141003,101.50937246570501,8821
2021-07-07,193.56678809240162,193.56678809240162,193.56678809240162,207.69641165162085,207.69641165162085,1786
2021-07-08,226.68310571321385,238.79236501611948,226.68310571321385,211.11794643859423,211.11794643859423,3195
2021-07-09,214.66120235108335,231.9933745290178,194.07753749931894,226.0614200943601,226.0614200943601,8264
2021-07-10,240.6660619851924,253.67717825068632,217.08734511254823,247.8479732550218,247.8479732550218,2093
2021-07-11,245.3404043029344,245.3404043029344,245.3404043029344,221.90928412006693,221.90928412006693,5589
2021-07-12,211.87705947805298,211.87705947805298,200.61051424111204,212.824439142993,208.02208154857203,5602
2021-07-13,223.51016479417373,241.65756718545046,212.95039604051675,203.39343067955954,203.39343067955954,7011
2021-07-14,219.6724813887523,219.6724813887523,219.6724813887523,227.86818469685005,227.86818469685005,1851
2021-07-15,207.98516909572726,207.98516909572726,207.98516909572726,208.5774473686204,208.5774473686204,5440
2021-07-16,194.89612455926118,194.89612455926118,191.63326513301868,195.2471511975958,186.57572219455133,1626
2021-07-17,206.84447519586675,225.14760816118914,187.52436024354034,191.96827433428433,95.98413716714217,7093
2021-07-18,173.93875374211456,186.02919169081554,159.20082532514465,162.70366546749952,162.70366546749952,1713
2021-07-19,177.97492118916568,177.97492118916568,177.97492118916568,186.8166116914809,186.8166116914809,7185
2021-07-20,187.55904390256015,187.55904390256015,186.43531659273566,204.7689677399162,204.7689677399162,5927
2021-07-21,217.04765035036274,231.1645732019505,217.04765035036274,219.21234556836876,219.21234556836876,2621
2021-07-22,223.95657323815485,244.05426448142924,217.34151628120676,234.8569434558371,234.8569434558371,7729
2021-07-23,226.90560222574425,226.90560222574425,213.43946305398723,247.24198989419156,247.24198989419156,4956
2021-07-24,251.45640945484345,252.98079759493046,238.71991095361764,269.493375774928,269.493375774928,2956
2021-07-25,282.24402697561936,282.24402697561936,274.2592553617811,254.19675612696807,254.19675612696807,4991
2021-07-26,271.33094955064666,297.1998887197265,271.33094955064666,289.9225774941153,289.9225774941153,2054
2021-07-27,284.86509466420597,284.86509466420597,284.86509466420597,267.217632098233,267.217632098233,6058
2021-07-28,244.86823522136012,264.0775166652121,228.1236673265822,236.4224305473563,227.68514283079216,7343
2021-07-29,244.63099369526952,263.06960548550103,244.63099369526952,233.5591594558748,233.5591594558748,1480
2021-07-30,220.2599666881972,227.3856205631162,220.2599666881972,221.0262881184704,221.0262881184704,2632
